neutral	hinta	Ei kai se 	Lagunan	 hihnanvaihto nyt niin kallis voi olla , vai meneekö muutakin uusiksi samalla ?
positive	hyvyys,laatu	onko 	FT	 siis ylivoimaisesti paras monomerkki ? t.lautailija . kaikki suksijakaverit sanoo noin ja välillä leikittelen idealla että vaihtasi joksikin kaudeksi suksiin ihan vaan vaihtelun vuoksi .
positive	hyvyys,laatu	onko 	FT	 siis ylivoimaisesti paras monomerkki ? t.lautailija . kaikki suksijakaverit sanoo noin ja välillä leikittelen idealla että vaihtasi joksikin kaudeksi suksiin ihan vaan vaihtelun vuoksi .
positive	sarjataso,taitavuus,taso,taso	Niin ja eikös 	Trojans	 pelaa vaahteraliigassa eli korkeimmalla sarjatasolla Suomessa ? Täytyy tyyppien siellä nyt jotain osata jos kerta kolmosdivarissakin on elämää .
positive	sarjataso,taitavuus,taso,taso	Niin ja eikös 	Trojans	 pelaa vaahteraliigassa eli korkeimmalla sarjatasolla Suomessa ? Täytyy tyyppien siellä nyt jotain osata jos kerta kolmosdivarissakin on elämää .
positive	sarjataso,taitavuus,taso,taso	Niin ja eikös 	Trojans	 pelaa vaahteraliigassa eli korkeimmalla sarjatasolla Suomessa ? Täytyy tyyppien siellä nyt jotain osata jos kerta kolmosdivarissakin on elämää .
positive	sarjataso,taitavuus,taso,taso	Niin ja eikös 	Trojans	 pelaa vaahteraliigassa eli korkeimmalla sarjatasolla Suomessa ? Täytyy tyyppien siellä nyt jotain osata jos kerta kolmosdivarissakin on elämää .
neutral	sarjataso,taitavuus,taso,taso	Niin ja eikös 	Trojans	 pelaa vaahteraliigassa eli korkeimmalla sarjatasolla Suomessa ? Täytyy tyyppien siellä nyt jotain osata jos kerta kolmosdivarissakin on elämää .
positive	toimivuus	Vähän kaikenlaista , tällä hetkellä oon heitelly kalevan miekkaa , bossia , mambaa ja beastia . 	Buzz SS	 toimii mun midikiekkona . Kaikki kiekot midikiekosta drivereihin lentää kuitenkin melkee yhtä pitkälle , 50-70m . Heittelin ennen leopardia driverinä mutta oon niitä kadottanu 2 ja ei oo viittiny ostaa kolmatta . Jep , niitä on tullu katottua mutta jotenkin on vaan niin hankalaa omaksua niitä heittoja niin hyvin .
neutral	toimivuus	Vähän kaikenlaista , tällä hetkellä oon heitelly kalevan miekkaa , bossia , mambaa ja beastia . 	Buzz SS	 toimii mun midikiekkona . Kaikki kiekot midikiekosta drivereihin lentää kuitenkin melkee yhtä pitkälle , 50-70m . Heittelin ennen leopardia driverinä mutta oon niitä kadottanu 2 ja ei oo viittiny ostaa kolmatta . Jep , niitä on tullu katottua mutta jotenkin on vaan niin hankalaa omaksua niitä heittoja niin hyvin .
positive	koko,koko,koko,ulkonäkö,ulkonäkö		HRC	 suomen suurin ja kaunein ! T . HRC ja U20 majuleireilijä
positive	koko,koko,koko,ulkonäkö,ulkonäkö		HRC	 suomen suurin ja kaunein ! T . HRC ja U20 majuleireilijä
positive	koko,koko,koko,ulkonäkö,ulkonäkö		HRC	 suomen suurin ja kaunein ! T . HRC ja U20 majuleireilijä
positive	koko,koko,koko,ulkonäkö,ulkonäkö		HRC	 suomen suurin ja kaunein ! T . HRC ja U20 majuleireilijä
neutral		Kokeile vaikka ihan kirjoittamalla 	ebay	 hakuun vintage keyboard ja katso miellyttääkö silmää .
neutral		Kokeile vaikka ihan kirjoittamalla 	ebay	 hakuun vintage keyboard ja katso miellyttääkö silmää .
neutral		Kokeile vaikka ihan kirjoittamalla 	ebay	 hakuun vintage keyboard ja katso miellyttääkö silmää .
neutral		Kokeile vaikka ihan kirjoittamalla 	ebay	 hakuun vintage keyboard ja katso miellyttääkö silmää .
neutral	kysymys,ominaisuudet,tietokone	Kertokaa minulla tuosta ensimmäisestä 	T60	 mallista . Kannattaako ostaa ? Miksi ? Mitä sillä voi edes tehdä paitsi selata nettiä ?
neutral	kysymys,ominaisuudet,tietokone	Kertokaa minulla tuosta ensimmäisestä 	T60	 mallista . Kannattaako ostaa ? Miksi ? Mitä sillä voi edes tehdä paitsi selata nettiä ?
neutral	kysymys,ominaisuudet,tietokone	Kertokaa minulla tuosta ensimmäisestä 	T60	 mallista . Kannattaako ostaa ? Miksi ? Mitä sillä voi edes tehdä paitsi selata nettiä ?
neutral	kysymys,ominaisuudet,tietokone	Kertokaa minulla tuosta ensimmäisestä 	T60	 mallista . Kannattaako ostaa ? Miksi ? Mitä sillä voi edes tehdä paitsi selata nettiä ?
positive	hinta,hinta,laatu,laatu,laatu	Aika kalliilta vaikuttaa kun ostin itse T410 320€ : lla . Mutta ainakin tämä 	T410	 on ollut 5/5 läppäri ja en usko että tuo sen huonompi oikeastaan on , prossu vähän hitaampi vain .
positive	hinta,hinta,laatu,laatu,laatu	Aika kalliilta vaikuttaa kun ostin itse T410 320€ : lla . Mutta ainakin tämä 	T410	 on ollut 5/5 läppäri ja en usko että tuo sen huonompi oikeastaan on , prossu vähän hitaampi vain .
positive	laatu	Skippaa ne kiinanpaskat suosiolla ja valitse 	Motorola Moto G	. http://www.trustedreviews.com/motorola-moto-g_Mobile-Phone_review jätän tämän vain tähän
positive	laatu	Skippaa ne kiinanpaskat suosiolla ja valitse 	Motorola Moto G	. http://www.trustedreviews.com/motorola-moto-g_Mobile-Phone_review jätän tämän vain tähän
positive	apple,laatu,laatu,laatu,laatu,tuntuma,yleiskuva	Miksei masiinoissa ole ikinä OS X tai Mac lankaa ? Itse omistan PC : n mutta läppärinä on Macbook Pro Retina . Pesee kevyesti paneelin laadussa , keveydessä ja prossun tehoissa useimmat koneet . Näyttis ihan mukiinmenevä . Myös 	Airit	 ovat varmaan mukavimpia ja laadukkaimpia ultrabookkeja mitä on saatavilla . Onko aihe tabu laudalla jossa gentoon pakotus on jo meemi , Linux pyhä lehmä ja Windows vakiovalinta ?
positive	apple,laatu,laatu,laatu,laatu,tuntuma,yleiskuva	Miksei masiinoissa ole ikinä OS X tai Mac lankaa ? Itse omistan PC : n mutta läppärinä on Macbook Pro Retina . Pesee kevyesti paneelin laadussa , keveydessä ja prossun tehoissa useimmat koneet . Näyttis ihan mukiinmenevä . Myös 	Airit	 ovat varmaan mukavimpia ja laadukkaimpia ultrabookkeja mitä on saatavilla . Onko aihe tabu laudalla jossa gentoon pakotus on jo meemi , Linux pyhä lehmä ja Windows vakiovalinta ?
positive	apple,laatu,laatu,laatu,laatu,tuntuma,yleiskuva	Miksei masiinoissa ole ikinä OS X tai Mac lankaa ? Itse omistan PC : n mutta läppärinä on Macbook Pro Retina . Pesee kevyesti paneelin laadussa , keveydessä ja prossun tehoissa useimmat koneet . Näyttis ihan mukiinmenevä . Myös 	Airit	 ovat varmaan mukavimpia ja laadukkaimpia ultrabookkeja mitä on saatavilla . Onko aihe tabu laudalla jossa gentoon pakotus on jo meemi , Linux pyhä lehmä ja Windows vakiovalinta ?
positive	apple,laatu,laatu,laatu,laatu,tuntuma,yleiskuva	Miksei masiinoissa ole ikinä OS X tai Mac lankaa ? Itse omistan PC : n mutta läppärinä on Macbook Pro Retina . Pesee kevyesti paneelin laadussa , keveydessä ja prossun tehoissa useimmat koneet . Näyttis ihan mukiinmenevä . Myös 	Airit	 ovat varmaan mukavimpia ja laadukkaimpia ultrabookkeja mitä on saatavilla . Onko aihe tabu laudalla jossa gentoon pakotus on jo meemi , Linux pyhä lehmä ja Windows vakiovalinta ?
neutral		no kyllähän zunellaki pitäis saada t . 	lumia 800	 omistaja
neutral		no kyllähän zunellaki pitäis saada t . 	lumia 800	 omistaja
neutral	yleinen		Googlella	 löytyi tämmöinen kuva ja pitää kysellä onko kyseessä sama laite ? Monoksi helppo muuntaa käyttämällä vain toista kanavaa eli ota vaikka vain toinen lähtö käyttöön , tuloilla ei väliä , koska toista tuloa ei lähetetä minnekkään , jos mikin irroittaminen vaikuttaa jotenkin toisenkin kanavan ääneen . Kiinnostaisi tietää miten oikein olet kytkenyt laitteet ?
neutral	yleinen		Googlella	 löytyi tämmöinen kuva ja pitää kysellä onko kyseessä sama laite ? Monoksi helppo muuntaa käyttämällä vain toista kanavaa eli ota vaikka vain toinen lähtö käyttöön , tuloilla ei väliä , koska toista tuloa ei lähetetä minnekkään , jos mikin irroittaminen vaikuttaa jotenkin toisenkin kanavan ääneen . Kiinnostaisi tietää miten oikein olet kytkenyt laitteet ?
neutral		miten saan lumiassa ( 620 ) 	WhatsAppin	 toimimaan siten että viestin saavuttuani saa ilmoituksen siitä automaattisesti ; koska nyt näyttää sitlä että minun pitää aina erikseen avata ohjemla tarkistaakseni saapuneita viestejä
neutral		miten saan lumiassa ( 620 ) 	WhatsAppin	 toimimaan siten että viestin saavuttuani saa ilmoituksen siitä automaattisesti ; koska nyt näyttää sitlä että minun pitää aina erikseen avata ohjemla tarkistaakseni saapuneita viestejä
negative	toimivuus	APlla kuvanmukainen tablet-tietokone käytössä , ja kaipaisin apua ohjelmistopäivityksen kanssa . Tablet lataa päivityspaketin moitteettomasti , asentaa ja käynnistyy uudelleen . Käynnistyttyä ruutuun hyppää teksti Ohjelmistopäivitys epäonnistui , yritä uudelleen Kiesin avulla tai ota yhteyttä Samsungille blaablaa . Olen yrittänyt moneen kertaan päivittää 	Kiesin	 avulla tai ilman onnistumatta . Missä mättää ?
neutral	toimivuus	APlla kuvanmukainen tablet-tietokone käytössä , ja kaipaisin apua ohjelmistopäivityksen kanssa . Tablet lataa päivityspaketin moitteettomasti , asentaa ja käynnistyy uudelleen . Käynnistyttyä ruutuun hyppää teksti Ohjelmistopäivitys epäonnistui , yritä uudelleen Kiesin avulla tai ota yhteyttä Samsungille blaablaa . Olen yrittänyt moneen kertaan päivittää 	Kiesin	 avulla tai ilman onnistumatta . Missä mättää ?
neutral	toimivuus	APlla kuvanmukainen tablet-tietokone käytössä , ja kaipaisin apua ohjelmistopäivityksen kanssa . Tablet lataa päivityspaketin moitteettomasti , asentaa ja käynnistyy uudelleen . Käynnistyttyä ruutuun hyppää teksti Ohjelmistopäivitys epäonnistui , yritä uudelleen Kiesin avulla tai ota yhteyttä Samsungille blaablaa . Olen yrittänyt moneen kertaan päivittää 	Kiesin	 avulla tai ilman onnistumatta . Missä mättää ?
neutral		Kenelläkään 	OnePlus Onea	 ? Oisko inviteä heittää ? Jos saan inviten heitän kaikki omat inviteni tähän lankaan . Jos kellään ei ole niin sitten yleistä keskustelua kyseisestä puhelimesta .
neutral		Kenelläkään 	OnePlus Onea	 ? Oisko inviteä heittää ? Jos saan inviten heitän kaikki omat inviteni tähän lankaan . Jos kellään ei ole niin sitten yleistä keskustelua kyseisestä puhelimesta .
neutral	laatu,yleinen	Mikähän olisi paras nykyisistä Macbook Pro 13 Retina musiikin tuottamista ajatellen ? Noita on niin eri malleja , enkä suoraan sanottuna itse tiedä noista tehoista . 	Logic Pro x	 on softa . Eikös noihin saa vielä tilauksen yhteydessä ostettua lisää muistia tai jotain ? Jos viitsit , neuvo vähän nyymiä ekan mäkin ostamisessa , miten valita paras markkinoilla olevista 13 prosta .
neutral	laatu,yleinen	Mikähän olisi paras nykyisistä Macbook Pro 13 Retina musiikin tuottamista ajatellen ? Noita on niin eri malleja , enkä suoraan sanottuna itse tiedä noista tehoista . 	Logic Pro x	 on softa . Eikös noihin saa vielä tilauksen yhteydessä ostettua lisää muistia tai jotain ? Jos viitsit , neuvo vähän nyymiä ekan mäkin ostamisessa , miten valita paras markkinoilla olevista 13 prosta .
neutral	laatu,yleinen	Mikähän olisi paras nykyisistä Macbook Pro 13 Retina musiikin tuottamista ajatellen ? Noita on niin eri malleja , enkä suoraan sanottuna itse tiedä noista tehoista . 	Logic Pro x	 on softa . Eikös noihin saa vielä tilauksen yhteydessä ostettua lisää muistia tai jotain ? Jos viitsit , neuvo vähän nyymiä ekan mäkin ostamisessa , miten valita paras markkinoilla olevista 13 prosta .
positive	laatu,laatu	Samassa hintaluokassa nuo kaikki vastaavilla spekseillä varustetut läppärit pyörivät . Osta halvin retina ja siihen prosessori- ja muistiparannukset . Älä unohda panostaa kunnolla äänentoistoon , se tuossa hommassa tärkein osuus on . Esim . 	Sennheiser HD600/650	 ja O2+ODAC kombolla pääsee hyvään alkuun .
positive	laatu,laatu	Samassa hintaluokassa nuo kaikki vastaavilla spekseillä varustetut läppärit pyörivät . Osta halvin retina ja siihen prosessori- ja muistiparannukset . Älä unohda panostaa kunnolla äänentoistoon , se tuossa hommassa tärkein osuus on . Esim . 	Sennheiser HD600/650	 ja O2+ODAC kombolla pääsee hyvään alkuun .
positive	laatu,laatu	Samassa hintaluokassa nuo kaikki vastaavilla spekseillä varustetut läppärit pyörivät . Osta halvin retina ja siihen prosessori- ja muistiparannukset . Älä unohda panostaa kunnolla äänentoistoon , se tuossa hommassa tärkein osuus on . Esim . 	Sennheiser HD600/650	 ja O2+ODAC kombolla pääsee hyvään alkuun .
positive	laatu,laatu	Samassa hintaluokassa nuo kaikki vastaavilla spekseillä varustetut läppärit pyörivät . Osta halvin retina ja siihen prosessori- ja muistiparannukset . Älä unohda panostaa kunnolla äänentoistoon , se tuossa hommassa tärkein osuus on . Esim . 	Sennheiser HD600/650	 ja O2+ODAC kombolla pääsee hyvään alkuun .
negative	laatu,laatu,laatu,laatu,mielipide	tietääkseni 	asuksen	 tekemät näyttis coolerit on kohtuu huonoja verrattuna esim. gigabyten
negative	laatu,laatu,laatu,laatu,mielipide	tietääkseni 	asuksen	 tekemät näyttis coolerit on kohtuu huonoja verrattuna esim. gigabyten
negative	laatu,laatu,laatu,laatu,mielipide	tietääkseni 	asuksen	 tekemät näyttis coolerit on kohtuu huonoja verrattuna esim. gigabyten
negative	laatu,laatu,laatu,laatu,mielipide	tietääkseni 	asuksen	 tekemät näyttis coolerit on kohtuu huonoja verrattuna esim. gigabyten
negative	laatu,laatu,laatu,laatu,mielipide	tietääkseni 	asuksen	 tekemät näyttis coolerit on kohtuu huonoja verrattuna esim. gigabyten
negative	tehokkuus,varustetaso	Tosin 	Apple	 ei onnistuntu tuomaan 16:10 näyttöjä normaalille kuluttajille , vaan lampaat menivät HD-hypen perässä , joten eiköhän normaalit näytöt tule jäämään jälleen kerran jumiin 4k:hon .
negative	tehokkuus,varustetaso	Tosin 	Apple	 ei onnistuntu tuomaan 16:10 näyttöjä normaalille kuluttajille , vaan lampaat menivät HD-hypen perässä , joten eiköhän normaalit näytöt tule jäämään jälleen kerran jumiin 4k:hon .
neutral	tehokkuus,varustetaso	Tosin 	Apple	 ei onnistuntu tuomaan 16:10 näyttöjä normaalille kuluttajille , vaan lampaat menivät HD-hypen perässä , joten eiköhän normaalit näytöt tule jäämään jälleen kerran jumiin 4k:hon .
positive	laatu,laatu,luotettavu,luotettavuus	Eipä omassa ole mitään tuommoisia ollut , nytkin käytössä 	MIUI v6	 developerversio ja yhtäkään kaatumista tai muuta vikaa ei ole ilmennyt kertaakaan 2kk aikana . Jättäkää ne halpissamsungit sinne kauppoihin .
positive	laatu,laatu,luotettavu,luotettavuus	Eipä omassa ole mitään tuommoisia ollut , nytkin käytössä 	MIUI v6	 developerversio ja yhtäkään kaatumista tai muuta vikaa ei ole ilmennyt kertaakaan 2kk aikana . Jättäkää ne halpissamsungit sinne kauppoihin .
positive	laatu,laatu,luotettavu,luotettavuus	Eipä omassa ole mitään tuommoisia ollut , nytkin käytössä 	MIUI v6	 developerversio ja yhtäkään kaatumista tai muuta vikaa ei ole ilmennyt kertaakaan 2kk aikana . Jättäkää ne halpissamsungit sinne kauppoihin .
positive	laatu,laatu,luotettavu,luotettavuus	Eipä omassa ole mitään tuommoisia ollut , nytkin käytössä 	MIUI v6	 developerversio ja yhtäkään kaatumista tai muuta vikaa ei ole ilmennyt kertaakaan 2kk aikana . Jättäkää ne halpissamsungit sinne kauppoihin .
positive	pelaaminen,pelaaminen,pelaaminen,tehokkuus	- Mac:lla ei pelata . - Läppärillä ei pelata . - Osta pelaamiseen 	windows	 pöytäkone .
positive	pelaaminen,pelaaminen,pelaaminen,tehokkuus	- Mac:lla ei pelata . - Läppärillä ei pelata . - Osta pelaamiseen 	windows	 pöytäkone .
positive	pelaaminen,pelaaminen,pelaaminen,tehokkuus	- Mac:lla ei pelata . - Läppärillä ei pelata . - Osta pelaamiseen 	windows	 pöytäkone .
positive	pelaaminen,pelaaminen,pelaaminen,tehokkuus	- Mac:lla ei pelata . - Läppärillä ei pelata . - Osta pelaamiseen 	windows	 pöytäkone .
neutral	pelaaminen,pelaaminen,pelaaminen,tehokkuus	- Mac:lla ei pelata . - Läppärillä ei pelata . - Osta pelaamiseen 	windows	 pöytäkone .
negative	toimintakyky,toimivuus	Elikkäs tänään tietokoneessani esiintyi pieni ongelma . Olin tuossa noin 2 tuntia sitten koneellani normaalisti kunnes se sammui kokonaan . Lopputuloksena kone ei siis lähde ollenkaan päälle virtanapista . Olen kokeillut vaihtaa virtalähdettä , testannut virtajohdon toimivuuden ja muita mahdollisia ratkaisuja . Mikään ei ole tähän mennessä toiminut . Koneessa on 	seasonic	 520-gb virtalähde . Mitkähän ongelmat voisivat vaikuttaa koneeni käynnistymiseen ? Olisiko teillä neuvoja ? Pahoittelen kirjoitusvirheistä .
neutral	toimintakyky,toimivuus	Elikkäs tänään tietokoneessani esiintyi pieni ongelma . Olin tuossa noin 2 tuntia sitten koneellani normaalisti kunnes se sammui kokonaan . Lopputuloksena kone ei siis lähde ollenkaan päälle virtanapista . Olen kokeillut vaihtaa virtalähdettä , testannut virtajohdon toimivuuden ja muita mahdollisia ratkaisuja . Mikään ei ole tähän mennessä toiminut . Koneessa on 	seasonic	 520-gb virtalähde . Mitkähän ongelmat voisivat vaikuttaa koneeni käynnistymiseen ? Olisiko teillä neuvoja ? Pahoittelen kirjoitusvirheistä .
neutral	toimintakyky,toimivuus	Elikkäs tänään tietokoneessani esiintyi pieni ongelma . Olin tuossa noin 2 tuntia sitten koneellani normaalisti kunnes se sammui kokonaan . Lopputuloksena kone ei siis lähde ollenkaan päälle virtanapista . Olen kokeillut vaihtaa virtalähdettä , testannut virtajohdon toimivuuden ja muita mahdollisia ratkaisuja . Mikään ei ole tähän mennessä toiminut . Koneessa on 	seasonic	 520-gb virtalähde . Mitkähän ongelmat voisivat vaikuttaa koneeni käynnistymiseen ? Olisiko teillä neuvoja ? Pahoittelen kirjoitusvirheistä .
positive	kuntoisuus,laatu	V300 uudemmat tuotantoerät ovat selkeästi hitaampia kuin vanhemmat ( eli ne joista on arvosteluja ) ja EVO hidastuu käytössä reippaasti , tosin Samsung on hotfixin tehnyt sille , mutta kuulema ongelmia vieläkin . Nuo nyt sattuvat olemaan huonoimmat valinnat tällä hetkellä , Samsungin pro tai sitten 	Crucial mx100	 ovat hyviä valintoja .
